congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
2,Senate,3128,44,0,GA,4000,0,3,"FEW, William",F000100,1748.0,1828.0,-0.505,-0.433,-18.96143,0.679,49,7,,-0.614,-0.618
2,Senate,3877,44,0,GA,4000,0,3,"GUNN, James",G000526,1753.0,1801.0,0.218,-0.884,-16.1445,0.699,45,8,,-0.322,-0.72
2,Senate,1118,51,0,KY,4000,0,3,"BROWN, John",B000929,1757.0,1837.0,-0.277,-0.548,,,,,,-0.723,-0.305
2,Senate,2866,51,0,KY,4000,0,3,"EDWARDS, John",E000075,1748.0,1837.0,-0.725,-0.689,,,,,,-0.192,-0.981
2,Senate,1536,52,0,MD,5000,1,3,"CARROLL, Charles (of Carrollton)",C000185,1737.0,1832.0,0.234,-0.619,-9.38567,0.771,36,3,,0.434,-0.737
2,Senate,4333,52,0,MD,5000,0,3,"HENRY, John",H000508,1750.0,1798.0,0.123,-0.573,-12.26718,0.786,51,3,,0.13,-0.673
2,Senate,7564,52,0,MD,5000,2,3,"POTTS, Richard",P000473,1753.0,1808.0,0.409,-0.816,,,,,,-0.192,-0.981
2,Senate,1384,3,0,MA,5000,0,3,"CABOT, George",C000009,1752.0,1823.0,0.657,0.569,-13.70101,0.768,52,4,,0.696,0.428
2,Senate,9028,3,0,MA,5000,0,3,"STRONG, Caleb",S001009,1745.0,1819.0,0.566,0.824,-13.35151,0.743,45,8,,0.412,0.911
2,Senate,5449,4,0,NH,5000,0,3,"LANGDON, John",L000067,1741.0,1819.0,-0.37,0.107,-22.91596,0.62,48,12,,0.144,0.095
2,Senate,10272,4,0,NH,4000,0,3,"WINGATE, Paine",W000633,1739.0,1838.0,-0.037,0.999,-7.18642,0.869,51,3,,-0.243,0.97
2,Senate,2576,12,0,NJ,5000,0,3,"DICKINSON, Philemon",D000324,1739.0,1809.0,0.609,-0.696,-12.25672,0.783,50,2,,0.615,-0.73
2,Senate,8150,12,0,NJ,5000,0,3,"RUTHERFURD, John",R000550,1760.0,1840.0,0.871,-0.252,-19.45933,0.643,44,11,,0.902,0.302
2,Senate,1302,13,0,NY,4000,0,3,"BURR, Aaron",B001133,1756.0,1836.0,-0.887,-0.462,-21.58916,0.625,46,11,,-0.902,-0.342
2,Senate,5270,13,0,NY,5000,0,3,"KING, Rufus",K000212,1755.0,1827.0,0.575,-0.302,-22.0203,0.62,46,13,,0.669,-0.234
2,Senate,4212,47,0,NC,4000,0,3,"HAWKINS, Benjamin",H000368,1754.0,1816.0,-0.046,-0.664,-13.44937,0.768,51,5,,-0.141,-0.838
2,Senate,5012,47,0,NC,5000,0,3,"JOHNSTON, Samuel",J000198,1733.0,1816.0,-0.025,-0.527,-18.24912,0.704,52,7,,0.19,-0.774
2,Senate,6712,14,0,PA,5000,0,3,"MORRIS, Robert",M000985,1734.0,1806.0,0.7,-0.691,-11.36828,0.797,50,3,,0.578,-0.772
2,Senate,3315,5,0,RI,5000,0,3,"FOSTER, Theodore",F000313,1752.0,1828.0,0.286,0.675,-13.86368,0.762,51,7,,0.286,0.38
2,Senate,8845,5,0,RI,4000,0,3,"STANTON, Joseph, Jr.",S000805,1739.0,1807.0,-0.091,0.736,-22.43019,0.639,50,11,,0.074,0.22
2,Senate,1346,48,0,SC,4000,0,3,"BUTLER, Pierce",B001186,1744.0,1822.0,-0.4,-0.912,-9.38197,0.791,40,5,,-0.402,-0.916
2,Senate,4837,48,0,SC,5000,0,3,"IZARD, Ralph",I000053,1742.0,1804.0,0.446,-0.587,-15.30178,0.741,51,6,,0.439,-0.729
2,Senate,956,6,0,VT,4000,0,3,"BRADLEY, Stephen Row",B000745,1754.0,1830.0,0.09,-0.202,-35.6046,0.469,47,16,,-0.498,0.08
2,Senate,7989,6,0,VT,4000,0,3,"ROBINSON, Moses",R000350,1741.0,1813.0,-0.732,0.649,-8.82423,0.835,49,5,,-0.498,0.867
2,Senate,5565,40,0,VA,4000,1,3,"LEE, Richard Henry",L000201,1732.0,1794.0,-0.384,-0.54,-11.18776,0.705,32,4,,-0.344,-0.596
2,Senate,6594,40,0,VA,4000,0,3,"MONROE, James",M000858,1758.0,1831.0,-0.514,-0.762,-13.20936,0.776,52,4,,-0.467,-0.782
2,Senate,9215,40,0,VA,4000,2,3,"TAYLOR, John",T000086,1753.0,1824.0,-0.767,-0.6,,,,,,-0.192,-0.981
3,President,99869,99,0,USA,5000,,,"WASHINGTON, George",,,,,,,,,,,,
3,Senate,2936,1,0,CT,5000,0,3,"ELLSWORTH, Oliver",E000147,1745.0,1807.0,0.53,0.809,-11.15658,0.867,78,5,,0.523,0.824
3,Senate,6574,1,0,CT,5000,2,3,"MITCHELL, Stephen Mix",M000828,1743.0,1835.0,0.696,-0.106,-6.14385,0.861,41,2,,0.687,-0.083
3,Senate,8457,1,0,CT,5000,1,3,"SHERMAN, Roger",S000349,1721.0,1793.0,0.589,0.307,,,,,,,
3,Senate,5494,11,0,DE,5000,2,3,"LATIMER, Henry",L000115,1752.0,1819.0,0.73,-0.043,,,,,,0.632,0.289
3,Senate,9676,11,0,DE,5000,0,3,"VINING, John",V000104,1758.0,1802.0,0.433,-0.264,-11.0674,0.821,56,6,,0.452,-0.249
3,Senate,3877,44,0,GA,4000,0,3,"GUNN, James",G000526,1753.0,1801.0,0.218,-0.884,-21.72006,0.669,54,12,,0.017,-0.673
3,Senate,4854,44,0,GA,4000,0,3,"JACKSON, James",J000017,1757.0,1806.0,-0.32,-0.181,-23.8025,0.722,73,13,,-0.397,-0.2
3,Senate,1118,51,0,KY,4000,0,3,"BROWN, John",B000929,1757.0,1837.0,-0.277,-0.548,-16.42979,0.788,69,7,,-0.4,-0.32
3,Senate,2866,51,0,KY,4000,0,3,"EDWARDS, John",E000075,1748.0,1837.0,-0.725,-0.689,-10.06694,0.814,49,6,,-0.784,-0.62
3,Senate,4333,52,0,MD,5000,0,3,"HENRY, John",H000508,1750.0,1798.0,0.123,-0.573,-18.30761,0.61,37,8,,0.32,-0.594
3,Senate,7564,52,0,MD,5000,0,3,"POTTS, Richard",P000473,1753.0,1808.0,0.409,-0.816,-22.09264,0.723,68,11,,0.453,-0.891
3,Senate,1384,3,0,MA,5000,0,3,"CABOT, George",C000009,1752.0,1823.0,0.657,0.569,-14.4034,0.829,77,6,,0.652,0.392
3,Senate,9028,3,0,MA,5000,0,3,"STRONG, Caleb",S001009,1745.0,1819.0,0.566,0.824,-9.55208,0.838,54,6,,0.807,0.537
3,Senate,5449,4,0,NH,4000,0,3,"LANGDON, John",L000067,1741.0,1819.0,-0.37,0.107,-18.01202,0.725,56,7,,-0.277,0.365
3,Senate,5713,4,0,NH,5000,0,3,"LIVERMORE, Samuel",L000364,1732.0,1803.0,0.35,0.731,-23.4757,0.731,75,13,,0.216,0.923
3,Senate,3361,12,0,NJ,5000,0,3,"FRELINGHUYSEN, Frederick",F000368,1753.0,1804.0,0.958,-0.283,-20.70524,0.727,65,14,,0.927,-0.135
3,Senate,8150,12,0,NJ,5000,0,3,"RUTHERFURD, John",R000550,1760.0,1840.0,0.871,-0.252,-20.5583,0.693,56,13,,0.853,-0.522
3,Senate,1302,13,0,NY,4000,0,3,"BURR, Aaron",B001133,1756.0,1836.0,-0.887,-0.462,-9.3311,0.839,53,5,,-0.621,-0.572
3,Senate,5270,13,0,NY,5000,0,3,"KING, Rufus",K000212,1755.0,1827.0,0.575,-0.302,-18.32204,0.767,69,7,,0.487,-0.126
3,Senate,4212,47,0,NC,4000,0,3,"HAWKINS, Benjamin",H000368,1754.0,1816.0,-0.046,-0.664,-31.12315,0.653,73,20,,0.039,-0.804
3,Senate,6012,47,0,NC,4000,0,3,"MARTIN, Alexander",M000166,1740.0,1807.0,-0.146,-0.844,-19.4632,0.774,76,9,,-0.253,-0.958
3,Senate,3437,14,0,PA,4000,1,3,"GALLATIN, Albert",G000020,1761.0,1849.0,-0.112,-0.105,,,,,,0.347,-0.938
3,Senate,6712,14,0,PA,5000,0,3,"MORRIS, Robert",M000985,1734.0,1806.0,0.7,-0.691,-16.84202,0.783,69,6,,0.753,-0.349
3,Senate,8070,14,0,PA,5000,2,3,"ROSS, James",R000448,1762.0,1847.0,0.85,-0.526,-43.47373,0.372,44,26,,0.935,-0.354
3,Senate,951,5,0,RI,5000,0,3,"BRADFORD, William",B000739,1729.0,1808.0,0.554,0.598,-12.98814,0.847,78,6,,0.588,0.73
3,Senate,3315,5,0,RI,5000,0,3,"FOSTER, Theodore",F000313,1752.0,1828.0,0.286,0.675,-17.399,0.793,75,9,,0.321,0.509
3,Senate,1346,48,0,SC,4000,0,3,"BUTLER, Pierce",B001186,1744.0,1822.0,-0.4,-0.912,-6.58241,0.824,34,3,,-0.235,-0.972
3,Senate,4837,48,0,SC,5000,0,3,"IZARD, Ralph",I000053,1742.0,1804.0,0.446,-0.587,-16.75476,0.782,68,4,,0.526,-0.468
3,Senate,956,6,0,VT,4000,0,3,"BRADLEY, Stephen Row",B000745,1754.0,1830.0,0.09,-0.202,-19.92373,0.66,48,13,,-0.276,0.172
3,Senate,7989,6,0,VT,4000,0,3,"ROBINSON, Moses",R000350,1741.0,1813.0,-0.732,0.649,-10.76146,0.833,59,4,,-0.66,0.259
3,Senate,6594,40,0,VA,4000,1,3,"MONROE, James",M000858,1758.0,1831.0,-0.514,-0.762,-4.62478,0.9,44,3,,-0.64,-0.768
3,Senate,9215,40,0,VA,4000,1,3,"TAYLOR, John",T000086,1753.0,1824.0,-0.767,-0.6,-2.06706,0.943,35,1,,-0.564,-0.826
3,Senate,9238,40,0,VA,4000,2,3,"TAZEWELL, Henry",T000107,1753.0,1799.0,-0.666,-0.383,,,,,,0.351,-0.936
4,President,99869,99,0,USA,1,,,"WASHINGTON, George",,,,,,,,,,,,
4,Senate,2936,1,0,CT,1,1,3,"ELLSWORTH, Oliver",E000147,1745.0,1807.0,0.53,0.809,,,,,,0.704,-0.047
4,Senate,4433,1,0,CT,1,2,3,"HILLHOUSE, James",H000618,1754.0,1832.0,0.691,-0.249,,,,,,0.59,-0.438
4,Senate,9452,1,0,CT,1,2,3,"TRACY, Uriah",T000348,1755.0,1807.0,0.727,0.328,,,,,,0.468,0.884
4,Senate,9489,1,0,CT,1,1,3,"TRUMBULL, Jonathan, Jr.",T000389,1740.0,1809.0,0.692,0.246,-4.36867,0.932,62,2,,0.688,0.726
4,Senate,5494,11,0,DE,1,0,3,"LATIMER, Henry",L000115,1752.0,1819.0,0.73,-0.043,-12.11327,0.851,75,8,,0.871,0.119
4,Senate,9676,11,0,DE,1,0,3,"VINING, John",V000104,1758.0,1802.0,0.433,-0.264,-6.61261,0.818,33,4,,0.526,0.823
4,Senate,3877,44,0,GA,1,0,3,"GUNN, James",G000526,1753.0,1801.0,0.218,-0.884,-25.77152,0.673,65,17,,0.305,-0.952
4,Senate,4854,44,0,GA,13,1,3,"JACKSON, James",J000017,1757.0,1806.0,-0.32,-0.181,,,,,,-0.538,-0.188
4,Senate,9189,44,0,GA,13,3,3,"TATTNALL, Josiah",T000052,1762.0,1803.0,-0.06,-0.998,-9.67556,0.814,47,2,,-0.043,-0.999
4,Senate,9796,44,0,GA,1,2,5,"WALTON, George",W000114,1750.0,1804.0,,,,,,,,-0.45,0.893
4,Senate,1118,51,0,KY,13,0,3,"BROWN, John",B000929,1757.0,1837.0,-0.277,-0.548,-21.43895,0.76,78,13,,-0.325,-0.138
4,Senate,6000,51,0,KY,1,0,3,"MARSHALL, Humphrey",M000155,1760.0,1841.0,-0.14,0.99,-21.44964,0.739,71,12,,-0.123,0.961
4,Senate,4333,52,0,MD,1,0,3,"HENRY, John",H000508,1750.0,1798.0,0.123,-0.573,-19.93432,0.729,63,9,,0.054,-0.386
4,Senate,4628,52,0,MD,1,2,3,"HOWARD, John Eager",H000841,1752.0,1827.0,0.58,-0.21,,,,,,0.241,-0.968
4,Senate,7564,52,0,MD,1,1,3,"POTTS, Richard",P000473,1753.0,1808.0,0.409,-0.816,-12.73306,0.779,51,6,,0.333,-0.607
4,Senate,1384,3,0,MA,1,1,3,"CABOT, George",C000009,1752.0,1823.0,0.657,0.569,-1.99453,0.962,52,0,,0.666,0.746
4,Senate,3674,3,0,MA,1,2,3,"GOODHUE, Benjamin",G000286,1748.0,1814.0,0.779,0.057,,,,,,0.715,0.256
4,Senate,8344,3,0,MA,1,2,3,"SEDGWICK, Theodore",S000222,1746.0,1813.0,0.835,0.345,,,,,,0.926,-0.378
4,Senate,9028,3,0,MA,1,1,3,"STRONG, Caleb",S001009,1745.0,1819.0,0.566,0.824,-4.01161,0.928,54,2,,0.614,0.79
4,Senate,5449,4,0,NH,13,0,3,"LANGDON, John",L000067,1741.0,1819.0,-0.37,0.107,-10.29299,0.861,69,4,,-0.497,0.302
4,Senate,5713,4,0,NH,1,0,3,"LIVERMORE, Samuel",L000364,1732.0,1803.0,0.35,0.731,-22.86917,0.754,81,14,,0.245,0.969
4,Senate,3361,12,0,NJ,1,1,3,"FRELINGHUYSEN, Frederick",F000368,1753.0,1804.0,0.958,-0.283,-4.92855,0.857,32,3,,0.888,-0.461
4,Senate,8150,12,0,NJ,1,0,3,"RUTHERFURD, John",R000550,1760.0,1840.0,0.871,-0.252,-15.59934,0.805,72,8,,0.965,-0.262
4,Senate,8964,12,0,NJ,1,2,3,"STOCKTON, Richard",S000941,1764.0,1828.0,0.742,0.196,,,,,,0.775,-0.632
4,Senate,1302,13,0,NY,13,0,3,"BURR, Aaron",B001133,1756.0,1836.0,-0.887,-0.462,-19.64275,0.728,62,11,,-0.981,-0.192
4,Senate,5270,13,0,NY,1,1,3,"KING, Rufus",K000212,1755.0,1827.0,0.575,-0.302,-8.47577,0.835,47,5,,0.745,0.329
4,Senate,5498,13,0,NY,1,2,3,"LAURANCE, John",L000120,1750.0,1810.0,0.749,-0.049,,,,,,0.926,-0.378
4,Senate,800,47,0,NC,13,0,3,"BLOODWORTH, Timothy",B000563,1736.0,1814.0,-0.364,0.262,-16.28291,0.814,79,9,,-0.32,-0.196
4,Senate,6012,47,0,NC,13,0,3,"MARTIN, Alexander",M000166,1740.0,1807.0,-0.146,-0.844,-22.65282,0.756,81,11,,-0.173,-0.844
4,Senate,719,14,0,PA,1,0,3,"BINGHAM, William",B000474,1752.0,1804.0,0.717,-0.697,-10.14017,0.88,79,4,,0.838,-0.545
4,Senate,8070,14,0,PA,1,0,3,"ROSS, James",R000448,1762.0,1847.0,0.85,-0.526,-11.08923,0.869,79,5,,0.876,-0.481
4,Senate,951,5,0,RI,1,0,3,"BRADFORD, William",B000739,1729.0,1808.0,0.554,0.598,-14.40001,0.831,78,7,,0.589,0.808
4,Senate,3315,5,0,RI,1,0,3,"FOSTER, Theodore",F000313,1752.0,1828.0,0.286,0.675,-13.91091,0.835,77,7,,0.385,0.482
4,Senate,1346,48,0,SC,13,1,3,"BUTLER, Pierce",B001186,1744.0,1822.0,-0.4,-0.912,-10.49418,0.8,47,6,,-0.49,-0.872
4,Senate,4753,48,0,SC,13,2,3,"HUNTER, John",H000982,1760.0,1802.0,0.183,-0.806,,,,,,-0.995,-0.096
4,Senate,7763,48,0,SC,1,0,3,"READ, Jacob",R000092,1752.0,1816.0,0.768,-0.366,-21.16055,0.76,77,11,,0.61,-0.623
4,Senate,806,54,0,TN,13,0,3,"BLOUNT, William",B000570,1749.0,1800.0,,,,,,,,-0.4,0.02
4,Senate,1888,54,0,TN,13,0,3,"COCKE, William",C000572,1748.0,1828.0,-0.45,0.222,,,,,,-0.291,-0.957
4,Senate,7164,6,0,VT,1,0,3,"PAINE, Elijah",P000026,1757.0,1842.0,0.429,0.648,-9.15252,0.841,53,4,,0.344,0.741
4,Senate,7989,6,0,VT,13,1,3,"ROBINSON, Moses",R000350,1741.0,1813.0,-0.732,0.649,-9.02434,0.854,57,4,,-0.723,0.47
4,Senate,9378,6,0,VT,1,2,3,"TICHENOR, Isaac",T000264,1754.0,1838.0,0.428,-0.629,,,,,,0.386,0.603
4,Senate,6063,40,0,VA,13,0,3,"MASON, Stevens Thomson",M000226,1760.0,1803.0,-0.617,-0.652,-15.63621,0.749,54,8,,-0.994,-0.107
4,Senate,9238,40,0,VA,13,0,3,"TAZEWELL, Henry",T000107,1753.0,1799.0,-0.666,-0.383,-15.16318,0.823,78,8,,-0.764,-0.188
5,President,99870,99,0,USA,1,,,"ADAMS, John",,,,,,,,,,,,
5,Senate,4433,1,0,CT,1,0,3,"HILLHOUSE, James",H000618,1754.0,1832.0,0.691,-0.249,-61.86482,0.723,191,32,,0.507,0.422
5,Senate,9452,1,0,CT,1,0,3,"TRACY, Uriah",T000348,1755.0,1807.0,0.727,0.328,-33.45613,0.842,194,18,,0.641,0.589
5,Senate,1823,11,0,DE,1,2,3,"CLAYTON, Joshua",C000497,1744.0,1798.0,0.746,0.007,-14.64027,0.793,63,6,,0.747,-0.012
5,Senate,5494,11,0,DE,1,0,3,"LATIMER, Henry",L000115,1752.0,1819.0,0.73,-0.043,-29.47529,0.829,157,14,,0.714,-0.065
5,Senate,9676,11,0,DE,1,1,3,"VINING, John",V000104,1758.0,1802.0,0.433,-0.264,,,,,,0.989,-0.149
5,Senate,9947,11,0,DE,1,3,3,"WELLS, William Hill",W000287,1769.0,1829.0,0.746,0.485,,,,,,0.978,0.004
5,Senate,3877,44,0,GA,1,0,3,"GUNN, James",G000526,1753.0,1801.0,0.218,-0.884,-12.5923,0.792,54,7,,0.327,-0.945
5,Senate,9189,44,0,GA,13,0,3,"TATTNALL, Josiah",T000052,1762.0,1803.0,-0.06,-0.998,-15.36217,0.871,111,7,,-0.069,-0.998
5,Senate,1118,51,0,KY,13,0,3,"BROWN, John",B000929,1757.0,1837.0,-0.277,-0.548,-42.15076,0.773,164,21,,-0.35,-0.622
5,Senate,6000,51,0,KY,1,0,3,"MARSHALL, Humphrey",M000155,1760.0,1841.0,-0.14,0.99,-34.34091,0.768,130,18,,-0.141,0.985
5,Senate,4333,52,0,MD,1,1,3,"HENRY, John",H000508,1750.0,1798.0,0.123,-0.573,,,,,,0.267,-0.919
5,Senate,4628,52,0,MD,1,0,3,"HOWARD, John Eager",H000841,1752.0,1827.0,0.58,-0.21,-45.09785,0.718,136,27,,0.571,-0.402
5,Senate,5725,52,0,MD,1,2,3,"LLOYD, James",L000377,1756.0,1830.0,0.557,0.685,-22.06213,0.827,116,12,,0.584,0.628
5,Senate,3674,3,0,MA,1,0,3,"GOODHUE, Benjamin",G000286,1748.0,1814.0,0.779,0.057,-33.27559,0.839,190,16,,0.765,0.39
5,Senate,8344,3,0,MA,1,0,3,"SEDGWICK, Theodore",S000222,1746.0,1813.0,0.835,0.345,-23.21782,0.857,151,9,,0.811,0.28
5,Senate,5449,4,0,NH,13,0,3,"LANGDON, John",L000067,1741.0,1819.0,-0.37,0.107,-30.14899,0.811,144,14,,-0.411,0.007
5,Senate,5713,4,0,NH,1,0,3,"LIVERMORE, Samuel",L000364,1732.0,1803.0,0.35,0.731,-78.59114,0.654,185,43,,0.252,0.836
5,Senate,2351,12,0,NJ,1,2,5,"DAVENPORT, Franklin",D000069,1755.0,1832.0,0.822,0.268,-2.77168,0.906,28,0,,0.679,0.378
5,Senate,8150,12,0,NJ,1,1,3,"RUTHERFURD, John",R000550,1760.0,1840.0,0.871,-0.252,-13.5503,0.785,56,6,,0.767,-0.287
5,Senate,8964,12,0,NJ,1,0,3,"STOCKTON, Richard",S000941,1764.0,1828.0,0.742,0.196,-17.32451,0.887,145,4,,0.795,0.322
5,Senate,4469,13,0,NY,1,2,3,"HOBART, John Sloss",H000661,1738.0,1805.0,0.73,-0.258,-4.09412,0.849,25,1,,0.704,-0.233
5,Senate,5498,13,0,NY,1,0,3,"LAURANCE, John",L000120,1750.0,1810.0,0.749,-0.049,-40.25964,0.769,153,22,,0.844,-0.537
5,Senate,6963,13,0,NY,1,3,5,"NORTH, William",N000142,1755.0,1836.0,0.429,-0.235,-29.71165,0.702,84,16,,0.42,-0.372
5,Senate,8282,13,0,NY,1,1,3,"SCHUYLER, Philip John",S000154,1733.0,1804.0,0.949,-0.315,,,,,,,
5,Senate,9874,13,0,NY,1,4,3,"WATSON, James",W000202,1750.0,1806.0,0.816,-0.358,-5.90454,0.816,29,3,,0.796,-0.123
5,Senate,800,47,0,NC,13,0,3,"BLOODWORTH, Timothy",B000563,1736.0,1814.0,-0.364,0.262,-27.65633,0.812,133,15,,-0.32,0.111
5,Senate,6012,47,0,NC,13,0,3,"MARTIN, Alexander",M000166,1740.0,1807.0,-0.146,-0.844,-47.26535,0.782,192,25,,-0.103,-0.7
5,Senate,719,14,0,PA,1,0,3,"BINGHAM, William",B000474,1752.0,1804.0,0.717,-0.697,-41.91503,0.788,176,19,,0.744,-0.669
5,Senate,8070,14,0,PA,1,0,3,"ROSS, James",R000448,1762.0,1847.0,0.85,-0.526,-22.31565,0.794,97,14,,0.91,-0.414
5,Senate,951,5,0,RI,1,1,3,"BRADFORD, William",B000739,1729.0,1808.0,0.554,0.598,-11.70252,0.638,26,6,,0.475,0.344
5,Senate,3315,5,0,RI,1,0,3,"FOSTER, Theodore",F000313,1752.0,1828.0,0.286,0.675,-51.82208,0.753,183,29,,0.34,0.597
5,Senate,3791,5,0,RI,1,2,3,"GREENE, Ray",G000427,1765.0,1849.0,0.38,0.536,-32.10943,0.751,112,17,,0.476,0.35
5,Senate,4753,48,0,SC,13,1,3,"HUNTER, John",H000982,1760.0,1802.0,0.183,-0.806,-12.20502,0.86,81,6,,0.124,-0.979
5,Senate,7455,48,0,SC,13,2,3,"PINCKNEY, Charles",P000354,1757.0,1824.0,-0.474,0.534,,,,,,-0.613,-0.307
5,Senate,7763,48,0,SC,1,0,3,"READ, Jacob",R000092,1752.0,1816.0,0.768,-0.366,-59.56434,0.726,186,29,,0.786,-0.534
